"","Pseudomonas.1","Cellvibrio","Pseudomonas.2","Lacunisphaera","Asticcacaulis","Cohnella","Taibaiella","Xylophilus","Leadbetterella","Shinella","Stenotrophomonas","Pleomorphomonas","Bordetella"
"7C_E_6",0.00206644667286067,0.459824432127639,0.00041649312786339,0.471886713869221,0.00490180373562298,0.000272322429756832,0.0229071220324865,0.00901867811488803,0.0119821869093006,0.00336398295581969,0,0.00201838977349181,0
"7C_E_7",0.0014318290290078,0.274354351169327,0.000291668876279366,0.597059447420056,0.00717240282123349,0.000278411200084849,0.0297899984090789,0.0296971946757172,0.0160285305191706,0.00575383146842021,0,0.00319509996287851,0
"7G_A_3",0.809029930669072,0.00171918155684572,0.181838678766699,0.000704582605264641,0.00045093286736937,0,0.000253649737895271,0,0,0,0.00143734851473987,0,0
"7G_A_4",0.697377847829202,0.00286574007737498,0.286201461527439,0.000974351626307494,0.000687777618569996,0.000372546210058748,0,0,0,0,0.00232124946267374,0,0
"7G_A_5",0.816380007247791,0.00111504474117024,0.173528837844619,0.000501770133526608,0.000306637303821816,0,0,0,0,0,0.00143562010425668,0,0
"7G_A_6",0.734657172221407,0.000935985905153428,0.248531786815446,0.000330347966524739,0,0,0,0,0,0,0.00234914109528704,0,0
"7G_A_7",0.690413931234005,0.000417269389117614,0.290948036052075,0.000222543674196061,0,0,0,0,0,0,0.0062034049182152,0,0
"7G_B_3",0.778560732845944,0.00378754514225315,0.211574033295164,0.0015854840130362,0.000748700783933762,0,0,0,0,0,0.00198185501629525,0,0
"7G_B_4",0.762932677315408,0.0041232112539413,0.222861300717231,0.000658327847267939,0.000623679013201206,0.000415786008800804,0.000242541838467136,0,0,0,0.00145525103080281,0,0
"7G_B_5",0.775145518044237,0.0022894838960031,0.211078773767947,0.000310438494373302,0.000291036088474971,0.00013581684128832,0,0,5.82072176949942e-05,0,0.0019790454016298,0,0
"7G_B_6",0.742954227463522,0.00128494331972245,0.244196339339254,0,0,0,0,0,0,0,0.00345506981525371,0,0
"7G_B_7",0.729131618180077,0.000259871705442261,0.259324607115014,0,0,0,0,0,0,0,0.00408955999617031,0,0
"7G_C_3",0.787291169451074,0.00174407930971177,0.201693592803378,0.000711400771066642,0.000367174591518267,0,0,0,0,0,0.00167523407380209,0,0
"7G_C_4",0.760912698412698,0.00148809523809524,0.227316086691087,0.000438797313797314,0.000476953601953602,7.63125763125763e-05,5.72344322344322e-05,0,0,0,0.00108745421245421,0,0
"7G_C_5",0.711346969377475,0.00229610365267918,0.271197956936342,0.000679459244160165,0.000351444436634568,0.00018743703287177,0.000117148145544856,0,0,0,0.00227267402357021,0,0
"7G_C_6",0.756073805530004,0.000771062171960392,0.232901358151615,0.000311130350089281,0.000121746658730588,0,0,0,0,0,0.00225907688977869,0,0
"7G_C_7",0.705706364046683,0.000283706235089303,0.283138822619124,0,0,0,0,0,0,0,0.00291443677864466,0,0
"7G_D_3",0.779549989182432,0.00146638140339912,0.207468929541576,0.000444722228899733,0.000240390393999856,4.80780787999712e-05,0.00164667419889901,0,0,0,0.00277650905069833,0,0
"7G_D_4",0.723791252823041,0.00344835960076738,0.254595789115811,0.000825663566380922,0.000582821340974769,0.000169989557784308,0,0,0,0,0.00422545472206707,0,0
"7G_D_5",0.842567419768132,0.00237492578356926,0.147557888815975,0.000624980469360333,0,0.000468735352020249,0,0,0,0,0.0029999062529296,0,0
"7G_D_6",0.832215637829503,0.000668759636640597,0.157232821236834,0.000204343222306849,0,0,0,0,0,0,0.00477420073935093,0,0
"7G_D_7",0.674635410184756,0.000724088384038377,0.30641383913924,0.00030547478701619,0.000181022096009594,0,0,0,0,0,0.00954891556450609,0,0
"7G_E_3",0.831531599637133,0.000718173571212579,0.160568491079528,0.000415784699123072,0,0,0,0,0,0,0.00275929845781675,0,0
"7G_E_4",0.761637154066377,0.00184497932350758,0.226762803520305,0.000657406425617644,0.000339306542254268,0.000169653271127134,0,0,0,0,0.00248117909023433,0,0
"7G_E_5",0.783374660526627,0.00153501003660409,0.206683197543984,0.000661235092690991,0.00040146416341953,7.08466170740347e-05,0,0,0,0,0.00203093635612233,0,0
"7G_E_6",0.6917249953951,0.000874930926505802,0.291812488487751,0,0.000184195984527537,0,0,0,0,0,0.00448977712285872,0,0
"7G_E_7",0.714139631310584,0.000546310304252816,0.275242337647784,0.000280159130386059,0.00014007956519303,0,0,0,0,0,0.00439849834706113,0,0
