"Sample_Name","Substrate","Frequency","Substrate_Frequency","Replicate","Time","Run","Richness","Shannon","InverseSimpson","Pielou","Count"
"5G_E_3","Glucose","5","5G","E",3,"run1",2.23606797749979,0.624639450687276,1.66584792230065,0.37351449681075,5
"5G_E_4","Glucose","5","5G","E",4,"run1",2.23606797749979,0.657491978881454,1.74489522340959,0.385989182873929,5
"5G_E_5","Glucose","5","5G","E",5,"run1",2.44948974278318,0.65760467817317,1.72238044067541,0.321693905027326,6
"5G_E_6","Glucose","5","5G","E",6,"run1",2.44948974278318,0.601415983126993,1.5839146350535,0.304116786235218,6
"5G_E_7","Glucose","5","5G","E",7,"run1",2.82842712474619,0.736178149475735,1.83155707233555,0.260992556243995,8
"7C_A_1","Cellulose","7","7C","A",1,"run1",3.46410161513775,1.18837355324466,2.38357893556053,0.273478274180699,12
"7C_A_2","Cellulose","7","7C","A",2,"run1",3.46410161513775,1.31280011095335,2.66612822543193,0.309713829394992,12
"7C_A_3","Cellulose","7","7C","A",3,"run2",5.47722557505166,1.40073447319208,2.89983639693611,0.135272649885575,30
"7C_A_4","Cellulose","7","7C","A",4,"run2",5.09901951359279,1.31080991580063,2.60847593256333,0.142660639105591,26
"7C_A_5","Cellulose","7","7C","A",5,"run2",5.3851648071345,1.31567994320981,2.73992251184343,0.128527050538125,29
"7C_A_6","Cellulose","7","7C","A",6,"run2",5,1.27754080004993,2.65959113476106,0.143512229442444,25
"7C_A_7","Cellulose","7","7C","A",7,"run2",5.3851648071345,1.28551606971872,2.65963237833413,0.124708064114475,29
"7C_B_1","Cellulose","7","7C","B",1,"run1",3.46410161513775,1.26187436908795,2.68206224627151,0.294336302096213,12
"7C_B_2","Cellulose","7","7C","B",2,"run2",4.89897948556636,1.19033540122366,2.50360249590411,0.137007661806309,24
"7C_B_3","Cellulose","7","7C","B",3,"run2",5.3851648071345,1.19746097738186,2.521464283203,0.114196474603987,29
"7C_B_4","Cellulose","7","7C","B",4,"run2",5,1.24397539809843,2.58968872823956,0.138775129842966,25
"7C_B_5","Cellulose","7","7C","B",5,"run2",5.29150262212918,1.16382085498026,2.39238305304987,0.114362316537713,28
"7C_B_6","Cellulose","7","7C","B",6,"run2",4.79583152331272,1.09887061206897,2.31117665936974,0.130468481317725,23
"7C_B_7","Cellulose","7","7C","B",7,"run2",4.89897948556636,1.30256340536603,2.42551619680463,0.153279776177285,24
"7C_C_1","Cellulose","7","7C","C",1,"run1",4,1.56187752603569,3.33118390668964,0.297985278052909,16
"7C_C_2","Cellulose","7","7C","C",2,"run2",5.74456264653803,1.49151085440644,3.0835891558122,0.134660739124505,33
"7C_C_3","Cellulose","7","7C","C",3,"run2",5.29150262212918,1.52318989260548,3.15816792028882,0.163815478192181,28
"7C_C_4","Cellulose","7","7C","C",4,"run2",5,1.11379195845075,2.39771594219053,0.121835455937391,25
"7C_C_5","Cellulose","7","7C","C",5,"run2",5.09901951359279,1.29374284768002,2.65355605407414,0.140246499998034,26
"7C_C_6","Cellulose","7","7C","C",6,"run2",4.69041575982343,1.07960929100955,2.32110651386298,0.133796784682704,22
"7C_C_7","Cellulose","7","7C","C",7,"run2",5.19615242270663,1.64420974310451,3.45497904459521,0.191737673907542,27
"7C_D_1","Cellulose","7","7C","D",1,"run1",3.74165738677394,1.39421893573118,2.85866079900188,0.287987444902762,14
"7C_D_2","Cellulose","7","7C","D",2,"run2",6.08276253029822,1.45073698258826,2.90595995873021,0.115304257144968,37
"7C_D_3","Cellulose","7","7C","D",3,"run2",7.07106781186547,1.29177302099427,2.5184742152523,0.072784665519604,50
"7C_D_4","Cellulose","7","7C","D",4,"run2",5.09901951359279,1.24933305513857,2.62415484545272,0.1341544564334,26
"7C_D_5","Cellulose","7","7C","D",5,"run2",5.19615242270663,1.25211062109426,2.43478492845775,0.129545093654045,27
"7C_D_6","Cellulose","7","7C","D",6,"run2",5,1.16713633854766,2.46117792347066,0.128511165635008,25
"7C_D_7","Cellulose","7","7C","D",7,"run2",5.19615242270663,1.43193941173798,2.57276995787737,0.15506708422135,27
"7C_E_1","Cellulose","7","7C","E",1,"run1",3.16227766016838,1.32560941086343,2.82745565273424,0.376447877037064,10
"7C_E_2","Cellulose","7","7C","E",2,"run2",5.29150262212918,1.46178103247758,2.96107451372012,0.154058407699483,28
"7C_E_3","Cellulose","7","7C","E",3,"run2",5.29150262212918,1.23246202572717,2.56907931320062,0.122487966748348,28
"7C_E_5","Cellulose","7","7C","E",5,"run2",4.89897948556636,1.11291748197613,2.39308961914473,0.126801000279338,24
"7C_E_6","Cellulose","7","7C","E",6,"run2",4.89897948556636,1.02072840171007,2.28227042599495,0.115633979151543,24
"7C_E_7","Cellulose","7","7C","E",7,"run2",5.19615242270663,1.17733536079212,2.27436628784367,0.1202116301132,27
"7G_A_1","Glucose","7","7G","A",1,"run1",2,0.614596755850903,1.65945061959098,0.462227721679748,4
"7G_A_2","Glucose","7","7G","A",2,"run1",2.64575131106459,0.637732524935203,1.63824618667068,0.270312218263113,7
"7G_A_3","Glucose","7","7G","A",3,"run2",3.60555127546399,0.542060605064333,1.45390801320144,0.132272809252441,13
"7G_A_4","Glucose","7","7G","A",4,"run2",3.46410161513775,0.709015470290027,1.75965070339939,0.169332476605996,12
"7G_A_5","Glucose","7","7G","A",5,"run2",3.46410161513775,0.532849906967087,1.43550695145289,0.141981751128226,12
"7G_A_6","Glucose","7","7G","A",6,"run2",3,0.663738305247165,1.66188824151065,0.215782079432226,9
"7G_A_7","Glucose","7","7G","A",7,"run2",3,0.71781190894024,1.78122936529917,0.227771426462923,9
"7G_B_1","Glucose","7","7G","B",1,"run1",2.23606797749979,0.516822064477656,1.42419720992188,0.335338151784059,5
"7G_B_2","Glucose","7","7G","B",2,"run1",2.23606797749979,0.743707067117883,2.00312776093511,0.420743941493967,5
"7G_B_3","Glucose","7","7G","B",3,"run2",3,0.585596010559483,1.53623317949279,0.19956234867788,9
"7G_B_4","Glucose","7","7G","B",4,"run2",3.87298334620742,0.630148791265361,1.58285458628819,0.125192664806892,15
"7G_B_5","Glucose","7","7G","B",5,"run2",3.74165738677394,0.608372745196752,1.54918046131258,0.131245641665675,14
"7G_B_6","Glucose","7","7G","B",6,"run2",3,0.641485434095606,1.63491240699526,0.211033341111928,9
"7G_B_7","Glucose","7","7G","B",7,"run2",3,0.649057920795747,1.66954336201295,0.212637454177892,9
"7G_C_2","Glucose","7","7G","C",2,"run1",1.73205080756888,0.608014016039821,1.68338822120368,0.612259986198272,3
"7G_C_3","Glucose","7","7G","C",3,"run2",3.87298334620742,0.581032703907122,1.51378801459545,0.119192255488566,15
"7G_C_4","Glucose","7","7G","C",4,"run2",3.60555127546399,0.617811051428919,1.58555142091037,0.142681799556974,13
"7G_C_5","Glucose","7","7G","C",5,"run2",3.87298334620742,0.698292225204449,1.72522161831957,0.134021107082056,15
"7G_C_6","Glucose","7","7G","C",6,"run2",3.16227766016838,0.617157712522667,1.59762618301631,0.185365193560904,10
"7G_C_7","Glucose","7","7G","C",7,"run2",3,0.670530158524617,1.72935709687724,0.217252627877332,9
"7G_D_2","Glucose","7","7G","D",2,"run1",2.44948974278318,0.786045115228734,2.06361513974008,0.365783242729566,6
"7G_D_3","Glucose","7","7G","D",3,"run2",3.74165738677394,0.601531677545625,1.53641418738804,0.130350845522318,14
"7G_D_4","Glucose","7","7G","D",4,"run2",3.87298334620742,0.705999631497962,1.69807880510393,0.135058053155357,15
"7G_D_5","Glucose","7","7G","D",5,"run2",3.16227766016838,0.490048971815476,1.36640297173675,0.163239615940148,10
"7G_D_6","Glucose","7","7G","D",6,"run2",3.16227766016838,0.509598152978534,1.39405156318194,0.166462213707778,10
"7G_D_7","Glucose","7","7G","D",7,"run2",3.3166247903554,0.733146270389188,1.82106210187876,0.189238150341325,11
"7G_E_1","Glucose","7","7G","E",1,"run1",1.73205080756888,0.721169308607113,2.01411210366006,0.685612294040944,3
"7G_E_2","Glucose","7","7G","E",2,"run1",2,0.592793340083954,1.61945051293997,0.452258653285402,4
"7G_E_3","Glucose","7","7G","E",3,"run2",3.3166247903554,0.499895359185014,1.39423470720204,0.149868068744442,11
"7G_E_4","Glucose","7","7G","E",4,"run2",3.46410161513775,0.617534686294977,1.58310734573291,0.154529237124903,12
"7G_E_5","Glucose","7","7G","E",5,"run2",3.46410161513775,0.581679621877655,1.52343152649765,0.149086735058898,12
"7G_E_6","Glucose","7","7G","E",6,"run2",3,0.70967558809761,1.77400750954736,0.225925723854808,9
"7G_E_7","Glucose","7","7G","E",7,"run2",3.16227766016838,0.661619492780475,1.70712228467664,0.193792825523449,10
